[0.006s][info][gc] Using Concurrent Mark Sweep
[0.007s][info][gc,heap,coops] Heap address: 0x0000000700000000, size: 4096 MB, Compressed Oops mode: Zero based, Oop shift amount: 3
[0.058s][info][safepoint    ] Entering safepoint region: EnableBiasedLocking
[6.792s][info ][gc,task      ] GC(20) Using 4 workers of 4 for evacuation
[6.794s][debug][gc,ref       ] GC(20) Skipped phase1 of Reference Processing due to unavailable references
[6.794s][debug][gc,ref       ] GC(20) Skipped phase2 of Reference Processing due to unavailable references
[6.794s][debug][gc,ref       ] GC(20) Skipped phase3 of Reference Processing due to unavailable references
[6.794s][debug][gc,ref       ] GC(20) Skipped phase4 of Reference Processing due to unavailable references
[6.794s][debug][gc,age       ] GC(20) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.794s][info ][gc,heap      ] GC(20) ParNew: 241306K->375K(270976K)
[6.794s][info ][gc,heap      ] GC(20) CMS: 118758K->118830K(602112K)
[6.794s][info ][gc,metaspace ] GC(20) Metaspace: 36628K->36628K(1083392K)
[6.794s][info ][gc           ] GC(20) Pause Young (Allocation Failure) 351M->116M(852M) 1.933ms
[6.794s][info ][gc,cpu       ] GC(20) User=0.01s Sys=0.00s Real=0.00s
[6.794s][info ][safepoint    ] Leaving safepoint region
[6.794s][info ][safepoint    ] Total time for which application threads were stopped: 0.0022218 seconds, Stopping threads took: 0.0001487 seconds
[6.843s][info ][safepoint    ] Application time: 0.0490691 seconds
[6.844s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.844s][info ][gc,start     ] GC(21) Pause Young (Allocation Failure)
[6.844s][info ][gc,task      ] GC(21) Using 4 workers of 4 for evacuation
[6.846s][debug][gc,ref       ] GC(21) Skipped phase1 of Reference Processing due to unavailable references
[6.846s][debug][gc,ref       ] GC(21) Skipped phase2 of Reference Processing due to unavailable references
[6.846s][debug][gc,ref       ] GC(21) Skipped phase3 of Reference Processing due to unavailable references
[6.846s][debug][gc,ref       ] GC(21) Skipped phase4 of Reference Processing due to unavailable references
[6.846s][debug][gc,age       ] GC(21) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.846s][info ][gc,heap      ] GC(21) ParNew: 241271K->526K(270976K)
[6.846s][info ][gc,heap      ] GC(21) CMS: 118830K->118852K(602112K)
[6.846s][info ][gc,metaspace ] GC(21) Metaspace: 36628K->36628K(1083392K)
[6.846s][info ][gc           ] GC(21) Pause Young (Allocation Failure) 351M->116M(852M) 2.417ms
[6.846s][info ][gc,cpu       ] GC(21) User=0.00s Sys=0.00s Real=0.00s
[6.846s][info ][safepoint    ] Leaving safepoint region
[6.846s][info ][safepoint    ] Total time for which application threads were stopped: 0.0026978 seconds, Stopping threads took: 0.0001265 seconds
[6.887s][info ][safepoint    ] Application time: 0.0406708 seconds
[6.887s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.887s][info ][gc,start     ] GC(22) Pause Young (Allocation Failure)
[6.887s][info ][gc,task      ] GC(22) Using 4 workers of 4 for evacuation
[6.889s][debug][gc,ref       ] GC(22) Skipped phase1 of Reference Processing due to unavailable references
[6.889s][debug][gc,ref       ] GC(22) Skipped phase2 of Reference Processing due to unavailable references
[6.889s][debug][gc,ref       ] GC(22) Skipped phase3 of Reference Processing due to unavailable references
[6.889s][debug][gc,ref       ] GC(22) Skipped phase4 of Reference Processing due to unavailable references
[6.889s][debug][gc,age       ] GC(22) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.889s][info ][gc,heap      ] GC(22) ParNew: 241422K->572K(270976K)
[6.889s][info ][gc,heap      ] GC(22) CMS: 118852K->118879K(602112K)
[6.889s][info ][gc,metaspace ] GC(22) Metaspace: 36628K->36628K(1083392K)
[6.889s][info ][gc           ] GC(22) Pause Young (Allocation Failure) 351M->116M(852M) 1.874ms
[6.889s][info ][gc,cpu       ] GC(22) User=0.01s Sys=0.00s Real=0.01s
[6.889s][info ][safepoint    ] Leaving safepoint region
[6.889s][info ][safepoint    ] Total time for which application threads were stopped: 0.0021403 seconds, Stopping threads took: 0.0000887 seconds
[6.952s][info ][safepoint    ] Application time: 0.0626231 seconds
[6.952s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.952s][info ][gc,start     ] GC(23) Pause Young (Allocation Failure)
[6.952s][info ][gc,task      ] GC(23) Using 4 workers of 4 for evacuation
[6.954s][debug][gc,ref       ] GC(23) Skipped phase1 of Reference Processing due to unavailable references
[6.954s][debug][gc,ref       ] GC(23) Skipped phase2 of Reference Processing due to unavailable references
[6.954s][debug][gc,ref       ] GC(23) Skipped phase3 of Reference Processing due to unavailable references
[6.954s][debug][gc,ref       ] GC(23) Skipped phase4 of Reference Processing due to unavailable references
[6.954s][debug][gc,age       ] GC(23) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.954s][info ][gc,heap      ] GC(23) ParNew: 241468K->419K(270976K)
[6.954s][info ][gc,heap      ] GC(23) CMS: 118879K->118945K(602112K)
[6.954s][info ][gc,metaspace ] GC(23) Metaspace: 36628K->36628K(1083392K)
[6.954s][info ][gc           ] GC(23) Pause Young (Allocation Failure) 351M->116M(852M) 2.026ms
[6.954s][info ][gc,cpu       ] GC(23) User=0.01s Sys=0.00s Real=0.00s
[6.954s][info ][safepoint    ] Leaving safepoint region
[6.954s][info ][safepoint    ] Total time for which application threads were stopped: 0.0023597 seconds, Stopping threads took: 0.0001648 seconds
[6.996s][info ][safepoint    ] Application time: 0.0424573 seconds
[6.997s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.997s][info ][gc,start     ] GC(24) Pause Young (Allocation Failure)
[6.997s][info ][gc,task      ] GC(24) Using 4 workers of 4 for evacuation
[6.998s][debug][gc,ref       ] GC(24) Skipped phase1 of Reference Processing due to unavailable references
[6.998s][debug][gc,ref       ] GC(24) Skipped phase2 of Reference Processing due to unavailable references
[6.998s][debug][gc,ref       ] GC(24) Skipped phase3 of Reference Processing due to unavailable references
[6.998s][debug][gc,ref       ] GC(24) Skipped phase4 of Reference Processing due to unavailable references
[6.999s][debug][gc,age       ] GC(24) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.999s][info ][gc,heap      ] GC(24) ParNew: 241315K->518K(270976K)
[6.999s][info ][gc,heap      ] GC(24) CMS: 118945K->118963K(602112K)
[6.999s][info ][gc,metaspace ] GC(24) Metaspace: 36629K->36629K(1083392K)
[6.999s][info ][gc           ] GC(24) Pause Young (Allocation Failure) 351M->116M(852M) 1.871ms
[6.999s][info ][gc,cpu       ] GC(24) User=0.01s Sys=0.00s Real=0.00s
[6.999s][info ][safepoint    ] Leaving safepoint region
[6.999s][info ][safepoint    ] Total time for which application threads were stopped: 0.0021679 seconds, Stopping threads took: 0.0001345 seconds
[7.047s][info ][safepoint    ] Application time: 0.0484473 seconds
[7.047s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[7.047s][info ][gc,start     ] GC(25) Pause Young (Allocation Failure)
[7.047s][info ][gc,task      ] GC(25) Using 4 workers of 4 for evacuation
[7.049s][debug][gc,ref       ] GC(25) Skipped phase1 of Reference Processing due to unavailable references
[7.049s][debug][gc,ref       ] GC(25) Skipped phase2 of Reference Processing due to unavailable references
[7.049s][debug][gc,ref       ] GC(25) Skipped phase3 of Reference Processing due to unavailable references
[7.049s][debug][gc,ref       ] GC(25) Skipped phase4 of Reference Processing due to unavailable references
[7.049s][debug][gc,age       ] GC(25) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[7.049s][info ][gc,heap      ] GC(25) ParNew: 241414K->508K(270976K)
[7.049s][info ][gc,heap      ] GC(25) CMS: 118963K->118996K(602112K)
[7.049s][info ][gc,metaspace ] GC(25) Metaspace: 36629K->36629K(1083392K)
[7.049s][info ][gc           ] GC(25) Pause Young (Allocation Failure) 351M->116M(852M) 1.849ms
[7.049s][info ][gc,cpu       ] GC(25) User=0.01s Sys=0.00s Real=0.01s
[7.049s][info ][safepoint    ] Leaving safepoint region
[7.049s][info ][safepoint    ] Total time for which application threads were stopped: 0.0021084 seconds, Stopping threads took: 0.0001242 seconds
[7.108s][info ][safepoint    ] Application time: 0.0588994 seconds
[7.108s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[7.108s][info ][gc,start     ] GC(26) Pause Young (Allocation Failure)
[7.109s][info ][gc,task      ] GC(26) Using 4 workers of 4 for evacuation
[7.110s][debug][gc,ref       ] GC(26) Skipped phase1 of Reference Processing due to unavailable references
[7.110s][debug][gc,ref       ] GC(26) Skipped phase2 of Reference Processing due to unavailable references
[7.110s][debug][gc,ref       ] GC(26) Skipped phase3 of Reference Processing due to unavailable references
[7.110s][debug][gc,ref       ] GC(26) Skipped phase4 of Reference Processing due to unavailable references
[7.111s][debug][gc,age       ] GC(26) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[7.111s][info ][gc,heap      ] GC(26) ParNew: 241404K->516K(270976K)
[7.111s][info ][gc,heap      ] GC(26) CMS: 118996K->119060K(602112K)
[7.111s][info ][gc,metaspace ] GC(26) Metaspace: 36629K->36629K(1083392K)
[7.111s][info ][gc           ] GC(26) Pause Young (Allocation Failure) 351M->116M(852M) 2.094ms
[7.111s][info ][gc,cpu       ] GC(26) User=0.00s Sys=0.00s Real=0.00s
[7.111s][info ][safepoint    ] Leaving safepoint region
[7.111s][info ][safepoint    ] Total time for which application threads were stopped: 0.0024198 seconds, Stopping threads took: 0.0001447 seconds
[7.145s][info ][safepoint    ] Application time: 0.0339062 seconds
[7.145s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[7.145s][info ][gc,start     ] GC(27) Pause Young (Allocation Failure)
[7.145s][info ][gc,task      ] GC(27) Using 4 workers of 4 for evacuation
[7.148s][debug][gc,ref       ] GC(27) Skipped phase1 of Reference Processing due to unavailable references
[7.149s][debug][gc,ref       ] GC(27) Skipped phase2 of Reference Processing due to unavailable references
[7.149s][debug][gc,ref       ] GC(27) Skipped phase3 of Reference Processing due to unavailable references
[7.149s][debug][gc,ref       ] GC(27) Skipped phase4 of Reference Processing due to unavailable references
[7.149s][debug][gc,age       ] GC(27) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[7.149s][info ][gc,heap      ] GC(27) ParNew: 241412K->533K(270976K)
[7.149s][info ][gc,heap      ] GC(27) CMS: 119060K->119097K(602112K)
[7.149s][info ][gc,metaspace ] GC(27) Metaspace: 36629K->36629K(1083392K)
[7.149s][info ][gc           ] GC(27) Pause Young (Allocation Failure) 352M->116M(852M) 3.864ms
[7.149s][info ][gc,cpu       ] GC(27) User=0.01s Sys=0.00s Real=0.01s
[7.149s][info ][safepoint    ] Leaving safepoint region
[7.149s][info ][safepoint    ] Total time for which application threads were stopped: 0.0041529 seconds, Stopping threads took: 0.0001116 seconds
[7.209s][info ][safepoint    ] Application time: 0.0602917 seconds
[7.209s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[7.209s][info ][gc,start     ] GC(28) Pause Young (Allocation Failure)
[7.209s][info ][gc,task      ] GC(28) Using 4 workers of 4 for evacuation
[7.211s][debug][gc,ref       ] GC(28) Skipped phase1 of Reference Processing due to unavailable references
[7.211s][debug][gc,ref       ] GC(28) Skipped phase2 of Reference Processing due to unavailable references
[7.211s][debug][gc,ref       ] GC(28) Skipped phase3 of Reference Processing due to unavailable references
[7.211s][debug][gc,ref       ] GC(28) Skipped phase4 of Reference Processing due to unavailable references
[7.211s][debug][gc,age       ] GC(28) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[7.211s][info ][gc,heap      ] GC(28) ParNew: 241429K->606K(270976K)
[7.211s][info ][gc,heap      ] GC(28) CMS: 119097K->119121K(602112K)
[7.211s][info ][gc,metaspace ] GC(28) Metaspace: 36629K->36629K(1083392K)
[7.211s][info ][gc           ] GC(28) Pause Young (Allocation Failure) 352M->116M(852M) 1.933ms
[7.211s][info ][gc,cpu       ] GC(28) User=0.01s Sys=0.00s Real=0.00s
[7.211s][info ][safepoint    ] Leaving safepoint region
[7.211s][info ][safepoint    ] Total time for which application threads were stopped: 0.0022539 seconds, Stopping threads took: 0.0001599 seconds
[7.262s][info ][safepoint    ] Application time: 0.0511680 seconds
[7.263s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[7.263s][info ][gc,start     ] GC(29) Pause Young (Allocation Failure)
[7.263s][info ][gc,task      ] GC(29) Using 4 workers of 4 for evacuation
[7.265s][debug][gc,ref       ] GC(29) Skipped phase1 of Reference Processing due to unavailable references
[7.265s][debug][gc,ref       ] GC(29) Skipped phase2 of Reference Processing due to unavailable references
[7.265s][debug][gc,ref       ] GC(29) Skipped phase3 of Reference Processing due to unavailable references
[7.265s][debug][gc,ref       ] GC(29) Skipped phase4 of Reference Processing due to unavailable references
[7.265s][debug][gc,age       ] GC(29) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[7.265s][info ][gc,heap      ] GC(29) ParNew: 241502K->540K(270976K)
[7.265s][info ][gc,heap      ] GC(29) CMS: 119121K->119188K(602112K)
[7.265s][info ][gc,metaspace ] GC(29) Metaspace: 36629K->36629K(1083392K)
[7.265s][info ][gc           ] GC(29) Pause Young (Allocation Failure) 352M->116M(852M) 2.230ms
[7.265s][info ][gc,cpu       ] GC(29) User=0.00s Sys=0.00s Real=0.00s
[7.265s][info ][safepoint    ] Leaving safepoint region
[7.265s][info ][safepoint    ] Total time for which application threads were stopped: 0.0025941 seconds, Stopping threads took: 0.0001588 seconds
[7.305s][info ][safepoint    ] Application time: 0.0398810 seconds
[7.305s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[7.305s][info ][gc,start     ] GC(30) Pause Young (Allocation Failure)
[7.305s][info ][gc,task      ] GC(30) Using 4 workers of 4 for evacuation
[7.307s][debug][gc,ref       ] GC(30) Skipped phase1 of Reference Processing due to unavailable references
[7.307s][debug][gc,ref       ] GC(30) Skipped phase2 of Reference Processing due to unavailable references
[7.307s][debug][gc,ref       ] GC(30) Skipped phase3 of Reference Processing due to unavailable references
[7.307s][debug][gc,ref       ] GC(30) Skipped phase4 of Reference Processing due to unavailable references
[7.307s][debug][gc,age       ] GC(30) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[7.307s][info ][gc,heap      ] GC(30) ParNew: 241436K->535K(270976K)
[7.307s][info ][gc,heap      ] GC(30) CMS: 119188K->119219K(602112K)
[7.307s][info ][gc,metaspace ] GC(30) Metaspace: 36629K->36629K(1083392K)
[7.307s][info ][gc           ] GC(30) Pause Young (Allocation Failure) 352M->116M(852M) 1.875ms
[7.307s][info ][gc,cpu       ] GC(30) User=0.01s Sys=0.00s Real=0.00s
[7.307s][info ][safepoint    ] Leaving safepoint region
[7.307s][info ][safepoint    ] Total time for which application threads were stopped: 0.0022054 seconds, Stopping threads took: 0.0001659 seconds
[7.372s][info ][safepoint    ] Application time: 0.0651678 seconds
[7.373s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[7.373s][info ][gc,start     ] GC(31) Pause Young (Allocation Failure)
[7.373s][info ][gc,task      ] GC(31) Using 4 workers of 4 for evacuation
[7.375s][debug][gc,ref       ] GC(31) Skipped phase1 of Reference Processing due to unavailable references
[7.375s][debug][gc,ref       ] GC(31) Skipped phase2 of Reference Processing due to unavailable references
[7.375s][debug][gc,ref       ] GC(31) Skipped phase3 of Reference Processing due to unavailable references
